object,frame,xmin,xmax,ymin,ymax,points,timestep,area,xcenter,ycenter
82,1740,404,456,137,301,"[[404, 137], [456, 137], [456, 301], [404, 301], [404, 137]]",348,8528,430.0,219.0
87,1740,631,838,384,1057,"[[631, 384], [838, 384], [838, 1057], [631, 1057], [631, 384]]",348,139311,734.5,720.5
115,1740,649,731,179,452,"[[649, 179], [731, 179], [731, 452], [649, 452], [649, 179]]",348,22386,690.0,315.5
198,1745,694,759,151,372,"[[694, 151], [759, 151], [759, 372], [694, 372], [694, 151]]",349,14365,726.5,261.5
115,1745,643,725,179,453,"[[643, 179], [725, 179], [725, 453], [643, 453], [643, 179]]",349,22468,684.0,316.0
87,1745,892,1090,384,1081,"[[892, 384], [1090, 384], [1090, 1081], [892, 1081], [892, 384]]",349,138006,991.0,732.5
559,1745,836,898,143,359,"[[836, 143], [898, 143], [898, 359], [836, 359], [836, 143]]",349,13392,867.0,251.0
82,1745,420,470,135,295,"[[420, 135], [470, 135], [470, 295], [420, 295], [420, 135]]",349,8000,445.0,215.0
86,1745,181,311,255,637,"[[181, 255], [311, 255], [311, 637], [181, 637], [181, 255]]",349,49660,246.0,446.0
617,1745,390,439,133,287,"[[390, 133], [439, 133], [439, 287], [390, 287], [390, 133]]",349,7546,414.5,210.0
83,1745,1712,1814,140,437,"[[1712, 140], [1814, 140], [1814, 437], [1712, 437], [1712, 140]]",349,30294,1763.0,288.5
353,1745,749,810,143,353,"[[749, 143], [810, 143], [810, 353], [749, 353], [749, 143]]",349,12810,779.5,248.0
84,1745,1752,1920,244,755,"[[1752, 244], [1920, 244], [1920, 755], [1752, 755], [1752, 244]]",349,85848,1836.0,499.5
177,1745,701,772,160,399,"[[701, 160], [772, 160], [772, 399], [701, 399], [701, 160]]",349,16969,736.5,279.5
196,1745,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",349,16236,1071.0,271.0
563,1745,819,885,151,383,"[[819, 151], [885, 151], [885, 383], [819, 383], [819, 151]]",349,15312,852.0,267.0
81,1745,486,536,131,290,"[[486, 131], [536, 131], [536, 290], [486, 290], [486, 131]]",349,7950,511.0,210.5
80,1745,731,812,177,454,"[[731, 177], [812, 177], [812, 454], [731, 454], [731, 177]]",349,22437,771.5,315.5
592,1745,889,1126,454,1280,"[[889, 454], [1126, 454], [1126, 1280], [889, 1280], [889, 454]]",349,195762,1007.5,867.0
84,1750,1721,1885,219,678,"[[1721, 219], [1885, 219], [1885, 678], [1721, 678], [1721, 219]]",350,75276,1803.0,448.5
198,1750,694,759,151,372,"[[694, 151], [759, 151], [759, 372], [694, 372], [694, 151]]",350,14365,726.5,261.5
87,1750,1194,1397,386,1114,"[[1194, 386], [1397, 386], [1397, 1114], [1194, 1114], [1194, 386]]",350,147784,1295.5,750.0
81,1750,493,540,129,283,"[[493, 129], [540, 129], [540, 283], [493, 283], [493, 129]]",350,7238,516.5,206.0
617,1750,400,448,131,282,"[[400, 131], [448, 131], [448, 282], [400, 282], [400, 131]]",350,7248,424.0,206.5
80,1750,719,800,176,450,"[[719, 176], [800, 176], [800, 450], [719, 450], [719, 176]]",350,22194,759.5,313.0
353,1750,749,810,143,353,"[[749, 143], [810, 143], [810, 353], [749, 353], [749, 143]]",350,12810,779.5,248.0
83,1750,1654,1749,135,418,"[[1654, 135], [1749, 135], [1749, 418], [1654, 418], [1654, 135]]",350,26885,1701.5,276.5
115,1750,628,711,181,455,"[[628, 181], [711, 181], [711, 455], [628, 455], [628, 181]]",350,22742,669.5,318.0
592,1750,825,1050,427,1196,"[[825, 427], [1050, 427], [1050, 1196], [825, 1196], [825, 427]]",350,173025,937.5,811.5
559,1750,839,900,142,359,"[[839, 142], [900, 142], [900, 359], [839, 359], [839, 142]]",350,13237,869.5,250.5
196,1750,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",350,16236,1071.0,271.0
563,1750,819,885,151,383,"[[819, 151], [885, 151], [885, 383], [819, 383], [819, 151]]",350,15312,852.0,267.0
82,1750,425,475,133,289,"[[425, 133], [475, 133], [475, 289], [425, 289], [425, 133]]",350,7800,450.0,211.0
86,1750,222,350,252,631,"[[222, 252], [350, 252], [350, 631], [222, 631], [222, 252]]",350,48512,286.0,441.5
177,1750,708,778,159,399,"[[708, 159], [778, 159], [778, 399], [708, 399], [708, 159]]",350,16800,743.0,279.0
592,1755,857,1065,400,1123,"[[857, 400], [1065, 400], [1065, 1123], [857, 1123], [857, 400]]",351,150384,961.0,761.5
198,1755,694,759,151,372,"[[694, 151], [759, 151], [759, 372], [694, 372], [694, 151]]",351,14365,726.5,261.5
82,1755,433,482,131,284,"[[433, 131], [482, 131], [482, 284], [433, 284], [433, 131]]",351,7497,457.5,207.5
83,1755,1611,1698,131,400,"[[1611, 131], [1698, 131], [1698, 400], [1611, 400], [1611, 131]]",351,23403,1654.5,265.5
177,1755,708,778,159,399,"[[708, 159], [778, 159], [778, 399], [708, 399], [708, 159]]",351,16800,743.0,279.0
563,1755,819,885,151,383,"[[819, 151], [885, 151], [885, 383], [819, 383], [819, 151]]",351,15312,852.0,267.0
89,1755,139,355,378,995,"[[139, 378], [355, 378], [355, 995], [139, 995], [139, 378]]",351,133272,247.0,686.5
87,1755,1440,1703,415,1220,"[[1440, 415], [1703, 415], [1703, 1220], [1440, 1220], [1440, 415]]",351,211715,1571.5,817.5
115,1755,643,725,179,453,"[[643, 179], [725, 179], [725, 453], [643, 453], [643, 179]]",351,22468,684.0,316.0
80,1755,745,824,173,445,"[[745, 173], [824, 173], [824, 445], [745, 445], [745, 173]]",351,21488,784.5,309.0
84,1755,1803,1920,204,639,"[[1803, 204], [1920, 204], [1920, 639], [1803, 639], [1803, 204]]",351,50895,1861.5,421.5
81,1755,495,542,127,279,"[[495, 127], [542, 127], [542, 279], [495, 279], [495, 127]]",351,7144,518.5,203.0
1108,1755,56,195,268,663,"[[56, 268], [195, 268], [195, 663], [56, 663], [56, 268]]",351,54905,125.5,465.5
196,1755,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",351,16236,1071.0,271.0
559,1755,839,900,142,359,"[[839, 142], [900, 142], [900, 359], [839, 359], [839, 142]]",351,13237,869.5,250.5
617,1755,423,469,128,274,"[[423, 128], [469, 128], [469, 274], [423, 274], [423, 128]]",351,6716,446.0,201.0
86,1755,270,397,250,631,"[[270, 250], [397, 250], [397, 631], [270, 631], [270, 250]]",351,48387,333.5,440.5
353,1755,749,810,143,353,"[[749, 143], [810, 143], [810, 353], [749, 353], [749, 143]]",351,12810,779.5,248.0
91,1755,50,150,213,499,"[[50, 213], [150, 213], [150, 499], [50, 499], [50, 213]]",351,28600,100.0,356.0
89,1760,372,589,389,1049,"[[372, 389], [589, 389], [589, 1049], [372, 1049], [372, 389]]",352,143220,480.5,719.0
87,1760,1759,1920,438,1280,"[[1759, 438], [1920, 438], [1920, 1280], [1759, 1280], [1759, 438]]",352,135562,1839.5,859.0
83,1760,1572,1654,128,388,"[[1572, 128], [1654, 128], [1654, 388], [1572, 388], [1572, 128]]",352,21320,1613.0,258.0
80,1760,783,861,171,441,"[[783, 171], [861, 171], [861, 441], [783, 441], [783, 171]]",352,21060,822.0,306.0
84,1760,1911,1920,190,609,"[[1911, 190], [1920, 190], [1920, 609], [1911, 609], [1911, 190]]",352,3771,1915.5,399.5
115,1760,685,766,177,449,"[[685, 177], [766, 177], [766, 449], [685, 449], [685, 177]]",352,22032,725.5,313.0
86,1760,348,473,247,629,"[[348, 247], [473, 247], [473, 629], [348, 629], [348, 247]]",352,47750,410.5,438.0
177,1760,708,778,159,399,"[[708, 159], [778, 159], [778, 399], [708, 399], [708, 159]]",352,16800,743.0,279.0
81,1760,499,545,126,274,"[[499, 126], [545, 126], [545, 274], [499, 274], [499, 126]]",352,6808,522.0,200.0
92,1760,56,211,289,728,"[[56, 289], [211, 289], [211, 728], [56, 728], [56, 289]]",352,68045,133.5,508.5
617,1760,418,464,127,270,"[[418, 127], [464, 127], [464, 270], [418, 270], [418, 127]]",352,6578,441.0,198.5
353,1760,749,810,143,353,"[[749, 143], [810, 143], [810, 353], [749, 353], [749, 143]]",352,12810,779.5,248.0
592,1760,820,1006,358,1000,"[[820, 358], [1006, 358], [1006, 1000], [820, 1000], [820, 358]]",352,119412,913.0,679.0
559,1760,839,900,142,359,"[[839, 142], [900, 142], [900, 359], [839, 359], [839, 142]]",352,13237,869.5,250.5
196,1760,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",352,16236,1071.0,271.0
563,1760,819,885,151,383,"[[819, 151], [885, 151], [885, 383], [819, 383], [819, 151]]",352,15312,852.0,267.0
198,1760,676,742,152,373,"[[676, 152], [742, 152], [742, 373], [676, 373], [676, 152]]",352,14586,709.0,262.5
91,1760,106,205,209,493,"[[106, 209], [205, 209], [205, 493], [106, 493], [106, 209]]",352,28116,155.5,351.0
1108,1760,132,272,269,674,"[[132, 269], [272, 269], [272, 674], [132, 674], [132, 269]]",352,56700,202.0,471.5
82,1760,433,480,129,279,"[[433, 129], [480, 129], [480, 279], [433, 279], [433, 129]]",352,7050,456.5,204.0
83,1765,1535,1612,125,374,"[[1535, 125], [1612, 125], [1612, 374], [1535, 374], [1535, 125]]",353,19173,1573.5,249.5
80,1765,809,886,170,440,"[[809, 170], [886, 170], [886, 440], [809, 440], [809, 170]]",353,20790,847.5,305.0
1108,1765,186,326,270,682,"[[186, 270], [326, 270], [326, 682], [186, 682], [186, 270]]",353,57680,256.0,476.0
617,1765,417,461,126,266,"[[417, 126], [461, 126], [461, 266], [417, 266], [417, 126]]",353,6160,439.0,196.0
86,1765,435,555,239,614,"[[435, 239], [555, 239], [555, 614], [435, 614], [435, 239]]",353,45000,495.0,426.5
115,1765,715,796,178,455,"[[715, 178], [796, 178], [796, 455], [715, 455], [715, 178]]",353,22437,755.5,316.5
89,1765,623,848,413,1141,"[[623, 413], [848, 413], [848, 1141], [623, 1141], [623, 413]]",353,163800,735.5,777.0
81,1765,505,550,124,270,"[[505, 124], [550, 124], [550, 270], [505, 270], [505, 124]]",353,6570,527.5,197.0
353,1765,749,810,143,353,"[[749, 143], [810, 143], [810, 353], [749, 353], [749, 143]]",353,12810,779.5,248.0
82,1765,424,471,129,276,"[[424, 129], [471, 129], [471, 276], [424, 276], [424, 129]]",353,6909,447.5,202.5
592,1765,817,989,334,930,"[[817, 334], [989, 334], [989, 930], [817, 930], [817, 334]]",353,102512,903.0,632.0
196,1765,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",353,16236,1071.0,271.0
559,1765,839,900,142,359,"[[839, 142], [900, 142], [900, 359], [839, 359], [839, 142]]",353,13237,869.5,250.5
198,1765,676,742,152,373,"[[676, 152], [742, 152], [742, 373], [676, 373], [676, 152]]",353,14586,709.0,262.5
91,1765,118,215,207,485,"[[118, 207], [215, 207], [215, 485], [118, 485], [118, 207]]",353,26966,166.5,346.0
563,1765,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",353,15312,849.0,267.0
92,1765,140,294,287,730,"[[140, 287], [294, 287], [294, 730], [140, 730], [140, 287]]",353,68222,217.0,508.5
177,1765,711,781,159,398,"[[711, 159], [781, 159], [781, 398], [711, 398], [711, 159]]",353,16730,746.0,278.5
92,1770,236,384,281,719,"[[236, 281], [384, 281], [384, 719], [236, 719], [236, 281]]",354,64824,310.0,500.0
91,1770,122,218,206,483,"[[122, 206], [218, 206], [218, 483], [122, 483], [122, 206]]",354,26592,170.0,344.5
617,1770,405,449,125,264,"[[405, 125], [449, 125], [449, 264], [405, 264], [405, 125]]",354,6116,427.0,194.5
198,1770,684,749,151,371,"[[684, 151], [749, 151], [749, 371], [684, 371], [684, 151]]",354,14300,716.5,261.0
177,1770,705,775,160,399,"[[705, 160], [775, 160], [775, 399], [705, 399], [705, 160]]",354,16730,740.0,279.5
86,1770,511,630,238,617,"[[511, 238], [630, 238], [630, 617], [511, 617], [511, 238]]",354,45101,570.5,427.5
115,1770,729,811,178,458,"[[729, 178], [811, 178], [811, 458], [729, 458], [729, 178]]",354,22960,770.0,318.0
1108,1770,295,431,264,676,"[[295, 264], [431, 264], [431, 676], [295, 676], [295, 264]]",354,56032,363.0,470.0
82,1770,436,481,126,269,"[[436, 126], [481, 126], [481, 269], [436, 269], [436, 126]]",354,6435,458.5,197.5
353,1770,749,810,143,353,"[[749, 143], [810, 143], [810, 353], [749, 353], [749, 143]]",354,12810,779.5,248.0
196,1770,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",354,16236,1071.0,271.0
80,1770,794,871,169,438,"[[794, 169], [871, 169], [871, 438], [794, 438], [794, 169]]",354,20713,832.5,303.5
559,1770,839,900,142,359,"[[839, 142], [900, 142], [900, 359], [839, 359], [839, 142]]",354,13237,869.5,250.5
89,1770,944,1167,434,1228,"[[944, 434], [1167, 434], [1167, 1228], [944, 1228], [944, 434]]",354,177062,1055.5,831.0
563,1770,816,882,151,383,"[[816, 151], [882, 151], [882, 383], [816, 383], [816, 151]]",354,15312,849.0,267.0
83,1770,1477,1548,123,362,"[[1477, 123], [1548, 123], [1548, 362], [1477, 362], [1477, 123]]",354,16969,1512.5,242.5
81,1770,508,552,123,267,"[[508, 123], [552, 123], [552, 267], [508, 267], [508, 123]]",354,6336,530.0,195.0
592,1770,795,954,311,859,"[[795, 311], [954, 311], [954, 859], [795, 859], [795, 311]]",354,87132,874.5,585.0
115,1775,744,825,177,456,"[[744, 177], [825, 177], [825, 456], [744, 456], [744, 177]]",355,22599,784.5,316.5
92,1775,329,476,279,723,"[[329, 279], [476, 279], [476, 723], [329, 723], [329, 279]]",355,65268,402.5,501.0
89,1775,1357,1639,469,1280,"[[1357, 469], [1639, 469], [1639, 1280], [1357, 1280], [1357, 469]]",355,228702,1498.0,874.5
80,1775,794,871,169,438,"[[794, 169], [871, 169], [871, 438], [794, 438], [794, 169]]",355,20713,832.5,303.5
177,1775,705,775,160,399,"[[705, 160], [775, 160], [775, 399], [705, 399], [705, 160]]",355,16730,740.0,279.5
617,1775,415,458,124,260,"[[415, 124], [458, 124], [458, 260], [415, 260], [415, 124]]",355,5848,436.5,192.0
592,1775,769,918,291,800,"[[769, 291], [918, 291], [918, 800], [769, 800], [769, 291]]",355,75841,843.5,545.5
559,1775,839,900,142,359,"[[839, 142], [900, 142], [900, 359], [839, 359], [839, 142]]",355,13237,869.5,250.5
91,1775,143,238,204,480,"[[143, 204], [238, 204], [238, 480], [143, 480], [143, 204]]",355,26220,190.5,342.0
353,1775,749,810,143,353,"[[749, 143], [810, 143], [810, 353], [749, 353], [749, 143]]",355,12810,779.5,248.0
83,1775,1402,1467,120,347,"[[1402, 120], [1467, 120], [1467, 347], [1402, 347], [1402, 120]]",355,14755,1434.5,233.5
81,1775,509,553,121,262,"[[509, 121], [553, 121], [553, 262], [509, 262], [509, 121]]",355,6204,531.0,191.5
86,1775,602,717,232,609,"[[602, 232], [717, 232], [717, 609], [602, 609], [602, 232]]",355,43355,659.5,420.5
196,1775,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",355,16236,1071.0,271.0
563,1775,819,885,151,383,"[[819, 151], [885, 151], [885, 383], [819, 383], [819, 151]]",355,15312,852.0,267.0
82,1775,438,482,124,264,"[[438, 124], [482, 124], [482, 264], [438, 264], [438, 124]]",355,6160,460.0,194.0
198,1775,693,757,151,370,"[[693, 151], [757, 151], [757, 370], [693, 370], [693, 151]]",355,14016,725.0,260.5
1108,1775,351,488,265,682,"[[351, 265], [488, 265], [488, 682], [351, 682], [351, 265]]",355,57129,419.5,473.5
91,1780,156,250,204,480,"[[156, 204], [250, 204], [250, 480], [156, 480], [156, 204]]",356,25944,203.0,342.0
81,1780,510,553,120,257,"[[510, 120], [553, 120], [553, 257], [510, 257], [510, 120]]",356,5891,531.5,188.5
115,1780,750,831,177,457,"[[750, 177], [831, 177], [831, 457], [750, 457], [750, 177]]",356,22680,790.5,317.0
177,1780,708,778,159,399,"[[708, 159], [778, 159], [778, 399], [708, 399], [708, 159]]",356,16800,743.0,279.0
563,1780,819,885,151,383,"[[819, 151], [885, 151], [885, 383], [819, 383], [819, 151]]",356,15312,852.0,267.0
89,1780,1765,1920,493,1280,"[[1765, 493], [1920, 493], [1920, 1280], [1765, 1280], [1765, 493]]",356,121985,1842.5,886.5
83,1780,1350,1410,119,337,"[[1350, 119], [1410, 119], [1410, 337], [1350, 337], [1350, 119]]",356,13080,1380.0,228.0
82,1780,433,477,123,261,"[[433, 123], [477, 123], [477, 261], [433, 261], [433, 123]]",356,6072,455.0,192.0
617,1780,419,461,122,256,"[[419, 122], [461, 122], [461, 256], [419, 256], [419, 122]]",356,5628,440.0,189.0
198,1780,708,773,151,372,"[[708, 151], [773, 151], [773, 372], [708, 372], [708, 151]]",356,14365,740.5,261.5
196,1780,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",356,16236,1071.0,271.0
559,1780,839,900,142,359,"[[839, 142], [900, 142], [900, 359], [839, 359], [839, 142]]",356,13237,869.5,250.5
80,1780,817,894,169,440,"[[817, 169], [894, 169], [894, 440], [817, 440], [817, 169]]",356,20867,855.5,304.5
592,1780,783,925,280,767,"[[783, 280], [925, 280], [925, 767], [783, 767], [783, 280]]",356,69154,854.0,523.5
353,1780,749,810,143,353,"[[749, 143], [810, 143], [810, 353], [749, 353], [749, 143]]",356,12810,779.5,248.0
92,1780,399,545,280,731,"[[399, 280], [545, 280], [545, 731], [399, 731], [399, 280]]",356,65846,472.0,505.5
1108,1780,425,560,262,682,"[[425, 262], [560, 262], [560, 682], [425, 682], [425, 262]]",356,56700,492.5,472.0
86,1780,697,810,230,611,"[[697, 230], [810, 230], [810, 611], [697, 611], [697, 230]]",356,43053,753.5,420.5
83,1785,1303,1358,117,326,"[[1303, 117], [1358, 117], [1358, 326], [1303, 326], [1303, 117]]",357,11495,1330.5,221.5
82,1785,435,478,122,258,"[[435, 122], [478, 122], [478, 258], [435, 258], [435, 122]]",357,5848,456.5,190.0
80,1785,857,933,169,441,"[[857, 169], [933, 169], [933, 441], [857, 441], [857, 169]]",357,20672,895.0,305.0
1108,1785,473,608,264,691,"[[473, 264], [608, 264], [608, 691], [473, 691], [473, 264]]",357,57645,540.5,477.5
177,1785,708,778,159,399,"[[708, 159], [778, 159], [778, 399], [708, 399], [708, 159]]",357,16800,743.0,279.0
115,1785,764,846,178,459,"[[764, 178], [846, 178], [846, 459], [764, 459], [764, 178]]",357,23042,805.0,318.5
617,1785,414,455,121,252,"[[414, 121], [455, 121], [455, 252], [414, 252], [414, 121]]",357,5371,434.5,186.5
563,1785,819,885,151,383,"[[819, 151], [885, 151], [885, 383], [819, 383], [819, 151]]",357,15312,852.0,267.0
86,1785,765,877,229,614,"[[765, 229], [877, 229], [877, 614], [765, 614], [765, 229]]",357,43120,821.0,421.5
592,1785,757,891,266,724,"[[757, 266], [891, 266], [891, 724], [757, 724], [757, 266]]",357,61372,824.0,495.0
92,1785,486,631,280,740,"[[486, 280], [631, 280], [631, 740], [486, 740], [486, 280]]",357,66700,558.5,510.0
81,1785,515,556,118,253,"[[515, 118], [556, 118], [556, 253], [515, 253], [515, 118]]",357,5535,535.5,185.5
198,1785,711,776,151,372,"[[711, 151], [776, 151], [776, 372], [711, 372], [711, 151]]",357,14365,743.5,261.5
91,1785,168,262,203,478,"[[168, 203], [262, 203], [262, 478], [168, 478], [168, 203]]",357,25850,215.0,340.5
196,1785,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",357,16236,1071.0,271.0
559,1785,839,900,142,359,"[[839, 142], [900, 142], [900, 359], [839, 359], [839, 142]]",357,13237,869.5,250.5
353,1785,752,812,143,353,"[[752, 143], [812, 143], [812, 353], [752, 353], [752, 143]]",357,12600,782.0,248.0
93,1785,127,298,312,801,"[[127, 312], [298, 312], [298, 801], [127, 801], [127, 312]]",357,83619,212.5,556.5
353,1790,752,812,143,353,"[[752, 143], [812, 143], [812, 353], [752, 353], [752, 143]]",358,12600,782.0,248.0
93,1790,246,413,309,803,"[[246, 309], [413, 309], [413, 803], [246, 803], [246, 309]]",358,82498,329.5,556.0
1108,1790,533,670,267,705,"[[533, 267], [670, 267], [670, 705], [533, 705], [533, 267]]",358,60006,601.5,486.0
92,1790,513,661,285,757,"[[513, 285], [661, 285], [661, 757], [513, 757], [513, 285]]",358,69856,587.0,521.0
115,1790,786,866,176,458,"[[786, 176], [866, 176], [866, 458], [786, 458], [786, 176]]",358,22560,826.0,317.0
177,1790,708,778,159,399,"[[708, 159], [778, 159], [778, 399], [708, 399], [708, 159]]",358,16800,743.0,279.0
563,1790,819,885,151,383,"[[819, 151], [885, 151], [885, 383], [819, 383], [819, 151]]",358,15312,852.0,267.0
86,1790,864,974,226,616,"[[864, 226], [974, 226], [974, 616], [864, 616], [864, 226]]",358,42900,919.0,421.0
198,1790,705,770,151,372,"[[705, 151], [770, 151], [770, 372], [705, 372], [705, 151]]",358,14365,737.5,261.5
83,1790,1247,1298,115,315,"[[1247, 115], [1298, 115], [1298, 315], [1247, 315], [1247, 115]]",358,10200,1272.5,215.0
82,1790,439,481,121,253,"[[439, 121], [481, 121], [481, 253], [439, 253], [439, 121]]",358,5544,460.0,187.0
196,1790,1038,1104,148,394,"[[1038, 148], [1104, 148], [1104, 394], [1038, 394], [1038, 148]]",358,16236,1071.0,271.0
559,1790,839,900,142,359,"[[839, 142], [900, 142], [900, 359], [839, 359], [839, 142]]",358,13237,869.5,250.5
80,1790,873,950,169,444,"[[873, 169], [950, 169], [950, 444], [873, 444], [873, 169]]",358,21175,911.5,306.5
81,1790,520,560,117,249,"[[520, 117], [560, 117], [560, 249], [520, 249], [520, 117]]",358,5280,540.0,183.0
